Light Intensity (% of scale max) Alessio_0.16_0.5_lampadina	Position (m) Alessio_0.16_0.5_lampadina
7.0000000000	-0.0999000000
7.0000000000	-0.0999000000
6.9000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.7000000000	-0.0999000000
6.7000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.8000000000	-0.0999000000
6.9000000000	-0.0999000000
6.9000000000	-0.0999000000
6.4000000000	-0.1000000000
3.2000000000	-0.1005000000
1.7000000000	-0.1008000000
1.3000000000	-0.1010000000
0.9000000000	-0.1011000000
0.6000000000	-0.1011000000
0.2000000000	-0.1014000000
0.1000000000	-0.1019000000
0.3000000000	-0.1023000000
0.4000000000	-0.1025000000
0.5000000000	-0.1025000000
0.6000000000	-0.1027000000
0.8000000000	-0.1029000000
0.8000000000	-0.1030000000
0.9000000000	-0.1033000000
0.9000000000	-0.1035000000
0.9000000000	-0.1036000000
0.9000000000	-0.1037000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1038000000
0.8000000000	-0.1039000000
0.5000000000	-0.1046000000
0.3000000000	-0.1049000000
0.2000000000	-0.1050000000
0.1000000000	-0.1055000000
0.1000000000	-0.1056000000
0.0000000000	-0.1059000000
0.1000000000	-0.1061000000
0.1000000000	-0.1062000000
0.1000000000	-0.1065000000
0.2000000000	-0.1068000000
0.3000000000	-0.1070000000
0.3000000000	-0.1073000000
0.3000000000	-0.1076000000
0.3000000000	-0.1077000000
0.3000000000	-0.1080000000
0.3000000000	-0.1082000000
0.3000000000	-0.1082000000
0.2000000000	-0.1083000000
0.2000000000	-0.1085000000
0.2000000000	-0.1088000000
0.2000000000	-0.1088000000
0.1000000000	-0.1088000000
0.2000000000	-0.1088000000
0.1000000000	-0.1087000000
0.2000000000	-0.1087000000
0.2000000000	-0.1087000000
0.1000000000	-0.1087000000
0.1000000000	-0.1087000000
0.2000000000	-0.1087000000
0.2000000000	-0.1087000000
0.2000000000	-0.1087000000
